# a:       0.600999999999999999988291 , b:      0.001099999999999999999986 
# omega:   (m =   3) / (n =   5) 
# brakl0:  -1.0000000 , braku0:   1.0000000 , n_Braks:           500
# acc:      1.000e-12 , lacc:       0.000e+00 , eqd:      1.000e-10
#            x0              y0        res      yhalf   orb#  eq to   @ i=
# a=  0.60100000000000000, b=  0.00110000000000000
# sln=1 , maxbrack=2   , meql=2   
  0.00000000000  -0.04096747171   1.98e-15   -0.04032      1      1      0
  0.00000000000   0.04061005953  -2.06e-15    0.04126      2      2      0

# a:       0.600999999999999999988291 , b:      0.002199999999999999999972 
# omega:   (m =   3) / (n =   5) 
# brakl0:  -1.0000000 , braku0:   1.0000000 , n_Braks:           500
# acc:      1.000e-12 , lacc:       0.000e+00 , eqd:      1.000e-10
#            x0              y0        res      yhalf   orb#  eq to   @ i=
# a=  0.60100000000000000, b=  0.00220000000000000
# sln=1 , maxbrack=2   , meql=2   
  0.00000000000  -0.04113992313   6.27e-14   -0.03985      1      1      0
  0.00000000000   0.04042509569  -6.27e-14    0.04172      2      2      0

# a:       0.600999999999999999988291 , b:      0.003299999999999999999958 
# omega:   (m =   3) / (n =   5) 
# brakl0:  -1.0000000 , braku0:   1.0000000 , n_Braks:           500
# acc:      1.000e-12 , lacc:       0.000e+00 , eqd:      1.000e-10
#            x0              y0        res      yhalf   orb#  eq to   @ i=
# a=  0.60100000000000000, b=  0.00330000000000000
# sln=1 , maxbrack=2   , meql=2   
  0.00000000000  -0.04130820479   4.76e-13   -0.03937      1      1      0
  0.00000000000   0.04023595591  -4.76e-13    0.04218      2      2      0

# a:       0.600999999999999999988291 , b:      0.004399999999999999999944 
# omega:   (m =   3) / (n =   5) 
# brakl0:  -1.0000000 , braku0:   1.0000000 , n_Braks:           500
# acc:      1.000e-12 , lacc:       0.000e+00 , eqd:      1.000e-10
#            x0              y0        res      yhalf   orb#  eq to   @ i=
# a=  0.60100000000000000, b=  0.00440000000000000
# sln=1 , maxbrack=2   , meql=2   
  0.00000000000  -0.04147231517      2e-12   -0.03889      1      1      0
  0.00000000000   0.04004263562     -2e-12    0.04263      2      2      0

# a:       0.600999999999999999988291 , b:      0.005500000000000000000142 
# omega:   (m =   3) / (n =   5) 
# brakl0:  -1.0000000 , braku0:   1.0000000 , n_Braks:           500
# acc:      1.000e-12 , lacc:       0.000e+00 , eqd:      1.000e-10
#            x0              y0        res      yhalf   orb#  eq to   @ i=
# a=  0.60100000000000000, b=  0.00550000000000000
# sln=1 , maxbrack=2   , meql=2   
  0.00000000000  -0.04163225153   6.11e-12   -0.03840      1      1      0
  0.00000000000   0.03984512897  -6.11e-12    0.04308      2      2      0

# a:       0.600999999999999999988291 , b:      0.006599999999999999999917 
# omega:   (m =   3) / (n =   5) 
# brakl0:  -1.0000000 , braku0:   1.0000000 , n_Braks:           500
# acc:      1.000e-12 , lacc:       0.000e+00 , eqd:      1.000e-10
#            x0              y0        res      yhalf   orb#  eq to   @ i=
# a=  0.60100000000000000, b=  0.00660000000000000
# sln=1 , maxbrack=2   , meql=2   
  0.00000000000  -0.04178800989   1.52e-11   -0.03791      1      1      0
  0.00000000000   0.03964342891  -1.52e-11    0.04352      2      2      0

# a:       0.600999999999999999988291 , b:      0.007699999999999999999691 
# omega:   (m =   3) / (n =   5) 
# brakl0:  -1.0000000 , braku0:   1.0000000 , n_Braks:           500
# acc:      1.000e-12 , lacc:       0.000e+00 , eqd:      1.000e-10
#            x0              y0        res      yhalf   orb#  eq to   @ i=
# a=  0.60100000000000000, b=  0.00770000000000000
# sln=1 , maxbrack=2   , meql=2   
